filename,fold
101-0-15.pt,0
101-0-16.pt,0
101-0-17.pt,0
101-0-2.pt,0
101-0-3.pt,0
101-0-4.pt,0
101-0-5.pt,0
101-0-6.pt,0
101-0-7.pt,0
101-0-8.pt,0
101-0-9.pt,0
101-1-0.pt,0
101-1-1.pt,0
101-1-10.pt,0
101-1-11.pt,0
101-1-12.pt,0
101-1-13.pt,0
101-1-14.pt,0
101-1-15.pt,0
101-1-16.pt,0
101-1-17.pt,0
101-1-2.pt,0
101-1-3.pt,0
101-1-4.pt,0
101-1-5.pt,0
101-1-6.pt,0
101-1-7.pt,0
101-1-8.pt,0
101-1-9.pt,0
101-2-0.pt,0
101-2-1.pt,0
101-2-10.pt,0
101-2-11.pt,0
101-2-12.pt,0
101-2-13.pt,0
101-2-14.pt,0
101-2-15.pt,0
101-2-16.pt,0
101-2-17.pt,0
101-2-2.pt,0
101-2-3.pt,0
101-2-4.pt,0
101-2-5.pt,0
101-2-6.pt,0
101-2-7.pt,0
101-2-8.pt,0
101-2-9.pt,0
101-3-0.pt,0
101-3-1.pt,0
101-3-10.pt,0
101-3-11.pt,0
101-3-12.pt,0
101-3-13.pt,0
101-3-14.pt,0
101-3-15.pt,0
101-3-16.pt,0
101-3-17.pt,0
101-3-2.pt,0
101-3-3.pt,0
101-3-4.pt,0
101-3-5.pt,0
101-3-6.pt,0
101-3-7.pt,0
101-3-8.pt,0
101-3-9.pt,0
101-4-0.pt,0
101-4-1.pt,0
101-4-10.pt,0
101-4-11.pt,0
101-4-12.pt,0
101-4-13.pt,0
101-4-14.pt,0
101-4-15.pt,0
101-4-16.pt,0
101-4-17.pt,0
101-4-2.pt,0
101-4-3.pt,0
101-4-4.pt,0
101-4-5.pt,0
101-4-6.pt,0
101-4-7.pt,0
101-4-8.pt,0
101-4-9.pt,0
102-0-0.pt,2
102-0-1.pt,2
102-0-10.pt,2
102-0-11.pt,2
102-0-2.pt,2
102-0-3.pt,2
102-0-4.pt,2
102-0-5.pt,2
102-0-6.pt,2
102-0-7.pt,2
102-0-8.pt,2
102-0-9.pt,2
102-1-0.pt,2
102-1-1.pt,2
102-3-0.pt,2
102-3-1.pt,2
102-3-10.pt,2
102-3-11.pt,2
102-3-12.pt,2
102-3-13.pt,2
102-3-14.pt,2
102-3-15.pt,2
102-3-16.pt,2
102-3-17.pt,2
102-3-2.pt,2
102-3-3.pt,2
102-3-4.pt,2
102-3-5.pt,2
102-3-6.pt,2
102-3-7.pt,2
102-3-8.pt,2
102-3-9.pt,2
102-4-0.pt,2
102-4-1.pt,2
102-4-10.pt,2
102-4-11.pt,2
102-4-12.pt,2
102-4-13.pt,2
102-4-14.pt,2
102-4-15.pt,2
102-4-16.pt,2
102-4-17.pt,2
102-4-2.pt,2
102-4-3.pt,2
102-4-4.pt,2
102-4-5.pt,2
102-4-6.pt,2
102-4-7.pt,2
102-4-8.pt,2
102-4-9.pt,2
103-0-0.pt,2
103-0-1.pt,2
103-0-10.pt,2
103-0-11.pt,2
103-0-12.pt,2
103-0-13.pt,2
103-0-14.pt,2
103-0-15.pt,2
103-0-16.pt,2
103-0-17.pt,2
103-0-2.pt,2
103-0-3.pt,2
103-0-4.pt,2
103-0-5.pt,2
103-0-6.pt,2
103-0-7.pt,2
103-0-8.pt,2
103-0-9.pt,2
103-1-0.pt,2
103-1-1.pt,2
103-1-10.pt,2
103-1-11.pt,2
103-1-12.pt,2
103-1-13.pt,2
103-1-14.pt,2
103-1-15.pt,2
103-1-16.pt,2
103-1-17.pt,2
103-1-2.pt,2
103-1-3.pt,2
103-1-4.pt,2
103-1-5.pt,2
103-1-6.pt,2
103-1-7.pt,2
103-1-8.pt,2
103-1-9.pt,2
103-2-0.pt,2
103-2-1.pt,2
103-2-10.pt,2
103-2-11.pt,2
103-2-12.pt,2
103-2-13.pt,2
103-2-14.pt,2
103-2-15.pt,2
103-2-16.pt,2
103-2-17.pt,2
103-2-2.pt,2
103-2-3.pt,2
103-2-4.pt,2
103-2-5.pt,2
103-2-6.pt,2
103-2-7.pt,2
103-2-8.pt,2
103-2-9.pt,2
103-3-0.pt,2
103-3-1.pt,2
103-3-10.pt,2
103-3-11.pt,2
103-3-12.pt,2
103-3-13.pt,2
103-3-14.pt,2
103-3-15.pt,2
103-3-16.pt,2
103-3-17.pt,2
103-3-2.pt,2
103-3-3.pt,2
103-3-4.pt,2
103-3-5.pt,2
103-3-6.pt,2
103-3-7.pt,2
103-3-8.pt,2
103-3-9.pt,2
103-4-0.pt,2
103-4-1.pt,2
103-4-10.pt,2
103-4-11.pt,2
103-4-12.pt,2
103-4-13.pt,2
103-4-14.pt,2
103-4-15.pt,2
103-4-16.pt,2
103-4-17.pt,2
103-4-2.pt,2
103-4-3.pt,2
103-4-4.pt,2
103-4-5.pt,2
103-4-6.pt,2
103-4-7.pt,2
103-4-8.pt,2
103-4-9.pt,2
104-0-0.pt,1
104-0-1.pt,1
104-0-10.pt,1
104-0-11.pt,1
104-0-12.pt,1
104-0-13.pt,1
104-0-14.pt,1
104-0-15.pt,1
104-0-16.pt,1
104-0-17.pt,1
104-0-2.pt,1
104-0-3.pt,1
104-0-4.pt,1
104-0-5.pt,1
104-0-6.pt,1
104-0-7.pt,1
104-0-8.pt,1
104-0-9.pt,1
104-1-0.pt,1
104-1-1.pt,1
104-1-10.pt,1
104-1-11.pt,1
104-1-12.pt,1
104-1-13.pt,1
104-1-14.pt,1
104-1-15.pt,1
104-1-16.pt,1
104-1-17.pt,1
104-1-2.pt,1
104-1-3.pt,1
104-1-4.pt,1
104-1-5.pt,1
104-1-6.pt,1
104-1-7.pt,1
104-1-8.pt,1
104-1-9.pt,1
104-2-0.pt,1
104-2-1.pt,1
104-2-10.pt,1
104-2-11.pt,1
104-2-12.pt,1
104-2-13.pt,1
104-2-14.pt,1
104-2-15.pt,1
104-2-16.pt,1
104-2-17.pt,1
104-2-2.pt,1
104-2-3.pt,1
104-2-4.pt,1
104-2-5.pt,1
104-2-6.pt,1
104-2-7.pt,1
104-2-8.pt,1
104-2-9.pt,1
104-3-0.pt,1
104-3-1.pt,1
104-3-10.pt,1
104-3-11.pt,1
104-3-12.pt,1
104-3-13.pt,1
104-3-14.pt,1
104-3-15.pt,1
104-3-16.pt,1
104-3-17.pt,1
104-3-2.pt,1
104-3-3.pt,1
104-3-4.pt,1
104-3-5.pt,1
104-3-6.pt,1
104-3-7.pt,1
104-3-8.pt,1
104-3-9.pt,1
104-4-0.pt,1
104-4-1.pt,1
104-4-10.pt,1
104-4-11.pt,1
104-4-12.pt,1
104-4-13.pt,1
104-4-14.pt,1
104-4-15.pt,1
104-4-16.pt,1
104-4-17.pt,1
104-4-2.pt,1
104-4-3.pt,1
104-4-4.pt,1
104-4-5.pt,1
104-4-6.pt,1
104-4-7.pt,1
104-4-8.pt,1
104-4-9.pt,1
105-0-0.pt,4
105-0-1.pt,4
105-0-10.pt,4
105-0-11.pt,4
105-0-12.pt,4
105-0-13.pt,4
105-0-14.pt,4
105-0-15.pt,4
105-0-16.pt,4
105-0-17.pt,4
105-0-2.pt,4
105-0-3.pt,4
105-0-4.pt,4
105-0-5.pt,4
105-0-6.pt,4
105-0-7.pt,4
105-0-8.pt,4
105-0-9.pt,4
105-1-0.pt,4
105-1-1.pt,4
105-1-10.pt,4
105-1-11.pt,4
105-1-12.pt,4
105-1-13.pt,4
105-1-14.pt,4
105-1-15.pt,4
105-1-16.pt,4
105-1-17.pt,4
105-1-2.pt,4
105-1-3.pt,4
105-1-4.pt,4
105-1-5.pt,4
105-1-6.pt,4
105-1-7.pt,4
105-1-8.pt,4
105-1-9.pt,4
105-3-0.pt,4
105-3-1.pt,4
105-3-10.pt,4
105-3-11.pt,4
105-3-12.pt,4
105-3-13.pt,4
105-3-14.pt,4
105-3-15.pt,4
105-3-16.pt,4
105-3-17.pt,4
105-3-2.pt,4
105-3-3.pt,4
105-3-4.pt,4
105-3-5.pt,4
105-3-6.pt,4
105-3-7.pt,4
105-3-8.pt,4
105-3-9.pt,4
105-4-0.pt,4
105-4-1.pt,4
105-4-10.pt,4
105-4-11.pt,4
105-4-12.pt,4
105-4-13.pt,4
105-4-14.pt,4
105-4-15.pt,4
105-4-16.pt,4
105-4-17.pt,4
105-4-2.pt,4
105-4-3.pt,4
105-4-4.pt,4
105-4-5.pt,4
105-4-6.pt,4
105-4-7.pt,4
105-4-8.pt,4
105-4-9.pt,4
11-0-0.pt,1
11-0-1.pt,1
11-0-10.pt,1
11-0-11.pt,1
11-0-12.pt,1
11-0-13.pt,1
11-0-14.pt,1
11-0-15.pt,1
11-0-16.pt,1
11-0-17.pt,1
11-0-2.pt,1
11-0-3.pt,1
11-0-4.pt,1
11-0-5.pt,1
11-0-6.pt,1
11-0-7.pt,1
11-0-8.pt,1
11-0-9.pt,1
11-1-0.pt,1
11-1-1.pt,1
11-1-10.pt,1
11-1-11.pt,1
11-1-12.pt,1
11-1-13.pt,1
11-1-14.pt,1
11-1-15.pt,1
11-1-16.pt,1
11-1-17.pt,1
11-1-2.pt,1
11-1-3.pt,1
11-1-4.pt,1
11-1-5.pt,1
11-1-6.pt,1
11-1-7.pt,1
11-1-8.pt,1
11-1-9.pt,1
11-2-0.pt,1
11-2-1.pt,1
11-2-10.pt,1
11-2-11.pt,1
11-2-12.pt,1
11-2-13.pt,1
11-2-14.pt,1
11-2-15.pt,1
11-2-16.pt,1
11-2-17.pt,1
11-2-2.pt,1
11-2-3.pt,1
11-2-4.pt,1
11-2-5.pt,1
11-2-6.pt,1
11-2-7.pt,1
11-2-8.pt,1
11-2-9.pt,1
11-3-0.pt,1
11-3-1.pt,1
11-3-10.pt,1
11-3-11.pt,1
11-3-12.pt,1
11-3-13.pt,1
11-3-14.pt,1
11-3-15.pt,1
11-3-16.pt,1
11-3-17.pt,1
11-3-2.pt,1
11-3-3.pt,1
11-3-4.pt,1
11-3-5.pt,1
11-3-6.pt,1
11-3-7.pt,1
11-3-8.pt,1
11-3-9.pt,1
11-4-0.pt,1
11-4-1.pt,1
11-4-10.pt,1
11-4-11.pt,1
11-4-12.pt,1
11-4-13.pt,1
11-4-14.pt,1
11-4-15.pt,1
11-4-16.pt,1
11-4-17.pt,1
11-4-2.pt,1
11-4-3.pt,1
11-4-4.pt,1
11-4-5.pt,1
11-4-6.pt,1
11-4-7.pt,1
11-4-8.pt,1
11-4-9.pt,1
12-0-0.pt,1
12-0-1.pt,1
12-0-10.pt,1
12-0-11.pt,1
12-0-12.pt,1
12-0-13.pt,1
12-0-14.pt,1
12-0-15.pt,1
12-0-16.pt,1
12-0-17.pt,1
12-0-2.pt,1
12-0-3.pt,1
12-0-4.pt,1
12-0-5.pt,1
12-0-6.pt,1
12-0-7.pt,1
12-0-8.pt,1
12-0-9.pt,1
12-1-0.pt,1
12-1-1.pt,1
12-1-10.pt,1
12-1-11.pt,1
12-1-12.pt,1
12-1-13.pt,1
12-1-14.pt,1
12-1-15.pt,1
12-1-16.pt,1
12-1-17.pt,1
12-1-2.pt,1
12-1-3.pt,1
12-1-4.pt,1
12-1-5.pt,1
12-1-6.pt,1
12-1-7.pt,1
12-1-8.pt,1
12-1-9.pt,1
12-2-0.pt,1
12-2-1.pt,1
12-2-10.pt,1
12-2-11.pt,1
12-2-12.pt,1
12-2-13.pt,1
12-2-14.pt,1
12-2-15.pt,1
12-2-16.pt,1
12-2-17.pt,1
12-2-2.pt,1
12-2-3.pt,1
12-2-4.pt,1
12-2-5.pt,1
12-2-6.pt,1
12-2-7.pt,1
12-2-8.pt,1
12-2-9.pt,1
12-3-0.pt,1
12-3-1.pt,1
12-3-10.pt,1
12-3-11.pt,1
12-3-12.pt,1
12-3-13.pt,1
12-3-14.pt,1
12-3-15.pt,1
12-3-16.pt,1
12-3-17.pt,1
12-3-2.pt,1
12-3-3.pt,1
12-3-4.pt,1
12-3-5.pt,1
12-3-6.pt,1
12-3-7.pt,1
12-3-8.pt,1
12-3-9.pt,1
12-4-0.pt,1
12-4-1.pt,1
12-4-10.pt,1
12-4-11.pt,1
12-4-12.pt,1
12-4-13.pt,1
12-4-14.pt,1
12-4-15.pt,1
12-4-16.pt,1
12-4-17.pt,1
12-4-2.pt,1
12-4-3.pt,1
12-4-4.pt,1
12-4-5.pt,1
12-4-6.pt,1
12-4-7.pt,1
12-4-8.pt,1
12-4-9.pt,1
13-0-0.pt,2
13-0-1.pt,2
13-0-10.pt,2
13-0-11.pt,2
13-0-12.pt,2
13-0-13.pt,2
13-0-14.pt,2
13-0-15.pt,2
13-0-16.pt,2
13-0-17.pt,2
13-0-2.pt,2
13-0-3.pt,2
13-0-4.pt,2
13-0-5.pt,2
13-0-6.pt,2
13-0-7.pt,2
13-0-8.pt,2
13-0-9.pt,2
13-1-0.pt,2
13-1-1.pt,2
13-1-10.pt,2
13-1-11.pt,2
13-1-12.pt,2
13-1-13.pt,2
13-1-14.pt,2
13-1-15.pt,2
13-1-16.pt,2
13-1-17.pt,2
13-1-2.pt,2
13-1-3.pt,2
13-1-4.pt,2
13-1-5.pt,2
13-1-6.pt,2
13-1-7.pt,2
13-1-8.pt,2
13-1-9.pt,2
13-2-0.pt,2
13-2-1.pt,2
13-2-10.pt,2
13-2-11.pt,2
13-2-12.pt,2
13-2-13.pt,2
13-2-14.pt,2
13-2-15.pt,2
13-2-16.pt,2
13-2-17.pt,2
13-2-2.pt,2
13-2-3.pt,2
13-2-4.pt,2
13-2-5.pt,2
13-2-6.pt,2
13-2-7.pt,2
13-2-8.pt,2
13-2-9.pt,2
13-3-0.pt,2
13-3-1.pt,2
13-3-10.pt,2
13-3-11.pt,2
13-3-12.pt,2
13-3-13.pt,2
13-3-14.pt,2
13-3-15.pt,2
13-3-16.pt,2
13-3-17.pt,2
13-3-2.pt,2
13-3-3.pt,2
13-3-4.pt,2
13-3-5.pt,2
13-3-6.pt,2
13-3-7.pt,2
13-3-8.pt,2
13-3-9.pt,2
13-4-0.pt,2
13-4-1.pt,2
13-4-10.pt,2
13-4-11.pt,2
13-4-12.pt,2
13-4-13.pt,2
13-4-14.pt,2
13-4-15.pt,2
13-4-16.pt,2
13-4-17.pt,2
13-4-2.pt,2
13-4-3.pt,2
13-4-4.pt,2
13-4-5.pt,2
13-4-6.pt,2
13-4-7.pt,2
13-4-8.pt,2
13-4-9.pt,2
14-0-0.pt,1
14-0-1.pt,1
14-0-10.pt,1
14-0-11.pt,1
14-0-12.pt,1
14-0-13.pt,1
14-0-14.pt,1
14-0-15.pt,1
14-0-16.pt,1
14-0-17.pt,1
14-0-2.pt,1
14-0-3.pt,1
14-0-4.pt,1
14-0-5.pt,1
14-0-6.pt,1
14-0-7.pt,1
14-0-8.pt,1
14-0-9.pt,1
14-1-0.pt,1
14-1-1.pt,1
14-1-10.pt,1
14-1-11.pt,1
14-1-12.pt,1
14-1-13.pt,1
14-1-14.pt,1
14-1-15.pt,1
14-1-16.pt,1
14-1-17.pt,1
14-1-2.pt,1
14-1-3.pt,1
14-1-4.pt,1
14-1-5.pt,1
14-1-6.pt,1
14-1-7.pt,1
14-1-8.pt,1
14-1-9.pt,1
14-2-0.pt,1
14-2-1.pt,1
14-2-10.pt,1
14-2-11.pt,1
14-2-12.pt,1
14-2-13.pt,1
14-2-14.pt,1
14-2-15.pt,1
14-2-16.pt,1
14-2-17.pt,1
14-2-2.pt,1
14-2-3.pt,1
14-2-4.pt,1
14-2-5.pt,1
14-2-6.pt,1
14-2-7.pt,1
14-2-8.pt,1
14-2-9.pt,1
14-3-0.pt,1
14-3-1.pt,1
14-3-10.pt,1
14-3-11.pt,1
14-3-12.pt,1
14-3-13.pt,1
14-3-14.pt,1
14-3-15.pt,1
14-3-16.pt,1
14-3-17.pt,1
14-3-2.pt,1
14-3-3.pt,1
14-3-4.pt,1
14-3-5.pt,1
14-3-6.pt,1
14-3-7.pt,1
14-3-8.pt,1
14-3-9.pt,1
14-4-0.pt,1
14-4-1.pt,1
14-4-10.pt,1
14-4-11.pt,1
14-4-12.pt,1
14-4-13.pt,1
14-4-14.pt,1
14-4-15.pt,1
14-4-16.pt,1
14-4-17.pt,1
14-4-2.pt,1
14-4-3.pt,1
14-4-4.pt,1
14-4-5.pt,1
14-4-6.pt,1
14-4-7.pt,1
14-4-8.pt,1
14-4-9.pt,1
15-0-0.pt,3
15-0-1.pt,3
15-0-10.pt,3
15-0-11.pt,3
15-0-12.pt,3
15-0-13.pt,3
15-0-14.pt,3
15-0-15.pt,3
15-0-16.pt,3
15-0-17.pt,3
15-0-2.pt,3
15-0-3.pt,3
15-0-4.pt,3
15-0-5.pt,3
15-0-6.pt,3
15-0-7.pt,3
15-0-8.pt,3
15-0-9.pt,3
15-1-0.pt,3
15-1-1.pt,3
15-1-10.pt,3
15-1-11.pt,3
15-1-12.pt,3
15-1-13.pt,3
15-1-14.pt,3
15-1-15.pt,3
15-1-16.pt,3
15-1-17.pt,3
15-1-2.pt,3
15-1-3.pt,3
15-1-4.pt,3
15-1-5.pt,3
15-1-6.pt,3
15-1-7.pt,3
15-1-8.pt,3
15-1-9.pt,3
15-2-0.pt,3
15-2-1.pt,3
15-2-10.pt,3
15-2-11.pt,3
15-2-12.pt,3
15-2-13.pt,3
15-2-14.pt,3
15-2-15.pt,3
15-2-16.pt,3
15-2-17.pt,3
15-2-2.pt,3
15-2-3.pt,3
15-2-4.pt,3
15-2-5.pt,3
15-2-6.pt,3
15-2-7.pt,3
15-2-8.pt,3
15-2-9.pt,3
15-3-0.pt,3
15-3-1.pt,3
15-3-10.pt,3
15-3-11.pt,3
15-3-12.pt,3
15-3-13.pt,3
15-3-14.pt,3
15-3-15.pt,3
15-3-16.pt,3
15-3-17.pt,3
15-3-2.pt,3
15-3-3.pt,3
15-3-4.pt,3
15-3-5.pt,3
15-3-6.pt,3
15-3-7.pt,3
15-3-8.pt,3
15-3-9.pt,3
15-4-0.pt,3
15-4-1.pt,3
15-4-10.pt,3
15-4-11.pt,3
15-4-12.pt,3
15-4-13.pt,3
15-4-14.pt,3
15-4-15.pt,3
15-4-16.pt,3
15-4-17.pt,3
15-4-2.pt,3
15-4-3.pt,3
15-4-4.pt,3
15-4-5.pt,3
15-4-6.pt,3
15-4-7.pt,3
15-4-8.pt,3
15-4-9.pt,3
16-1-0.pt,2
16-1-1.pt,2
16-1-10.pt,2
16-1-11.pt,2
16-1-12.pt,2
16-1-13.pt,2
16-1-14.pt,2
16-1-15.pt,2
16-1-16.pt,2
16-1-17.pt,2
16-1-2.pt,2
16-1-3.pt,2
16-1-4.pt,2
16-1-5.pt,2
16-1-6.pt,2
16-1-7.pt,2
16-1-8.pt,2
16-1-9.pt,2
16-2-0.pt,2
16-2-1.pt,2
16-2-10.pt,2
16-2-11.pt,2
16-2-12.pt,2
16-2-13.pt,2
16-2-14.pt,2
16-2-15.pt,2
16-2-16.pt,2
16-2-17.pt,2
16-2-2.pt,2
16-2-3.pt,2
16-2-4.pt,2
16-2-5.pt,2
16-2-6.pt,2
16-2-7.pt,2
16-2-8.pt,2
16-2-9.pt,2
16-3-0.pt,2
16-3-1.pt,2
16-3-10.pt,2
16-3-11.pt,2
16-3-12.pt,2
16-3-13.pt,2
16-3-14.pt,2
16-3-15.pt,2
16-3-16.pt,2
16-3-17.pt,2
16-3-2.pt,2
16-3-3.pt,2
16-3-4.pt,2
16-3-5.pt,2
16-3-6.pt,2
16-3-7.pt,2
16-3-8.pt,2
16-3-9.pt,2
16-4-0.pt,2
16-4-1.pt,2
16-4-10.pt,2
16-4-11.pt,2
16-4-12.pt,2
16-4-13.pt,2
16-4-14.pt,2
16-4-15.pt,2
16-4-16.pt,2
16-4-17.pt,2
16-4-2.pt,2
16-4-3.pt,2
16-4-4.pt,2
16-4-5.pt,2
16-4-6.pt,2
16-4-7.pt,2
16-4-8.pt,2
16-4-9.pt,2
17-0-0.pt,0
17-0-1.pt,0
17-0-10.pt,0
17-0-11.pt,0
17-0-12.pt,0
17-0-13.pt,0
17-0-14.pt,0
17-0-15.pt,0
17-0-16.pt,0
17-0-2.pt,0
17-0-3.pt,0
17-0-4.pt,0
17-0-5.pt,0
17-0-6.pt,0
17-0-7.pt,0
17-0-8.pt,0
17-0-9.pt,0
17-1-0.pt,0
17-1-1.pt,0
17-1-10.pt,0
17-1-11.pt,0
17-1-12.pt,0
17-1-13.pt,0
17-1-14.pt,0
17-1-15.pt,0
17-1-16.pt,0
17-1-17.pt,0
17-1-2.pt,0
17-1-3.pt,0
17-1-4.pt,0
17-1-5.pt,0
17-1-6.pt,0
17-1-7.pt,0
17-1-8.pt,0
17-1-9.pt,0
17-2-0.pt,0
17-2-1.pt,0
17-2-10.pt,0
17-2-11.pt,0
17-2-12.pt,0
17-2-13.pt,0
17-2-14.pt,0
17-2-15.pt,0
17-2-16.pt,0
17-2-17.pt,0
17-2-2.pt,0
17-2-3.pt,0
17-2-4.pt,0
17-2-5.pt,0
17-2-6.pt,0
17-2-7.pt,0
17-2-8.pt,0
17-2-9.pt,0
17-3-0.pt,0
17-3-1.pt,0
17-3-10.pt,0
17-3-11.pt,0
17-3-12.pt,0
17-3-13.pt,0
17-3-14.pt,0
17-3-15.pt,0
17-3-16.pt,0
17-3-17.pt,0
17-3-2.pt,0
17-3-3.pt,0
17-3-4.pt,0
17-3-5.pt,0
17-3-6.pt,0
17-3-7.pt,0
17-3-8.pt,0
17-3-9.pt,0
17-4-0.pt,0
17-4-1.pt,0
17-4-10.pt,0
17-4-11.pt,0
17-4-12.pt,0
17-4-13.pt,0
17-4-14.pt,0
17-4-15.pt,0
17-4-16.pt,0
17-4-17.pt,0
17-4-2.pt,0
17-4-3.pt,0
17-4-4.pt,0
17-4-5.pt,0
17-4-6.pt,0
17-4-7.pt,0
17-4-8.pt,0
17-4-9.pt,0
18-0-0.pt,2
18-0-1.pt,2
18-0-10.pt,2
18-0-11.pt,2
18-0-12.pt,2
18-0-13.pt,2
18-0-14.pt,2
18-0-15.pt,2
18-0-16.pt,2
18-0-17.pt,2
18-0-2.pt,2
